source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,pmra,pmdec,distance_pc,x,y,z,abs_mag,temp_k,radius_solar,star_color
4725889546721486976,39.14027962211789,-59.46617247284098,99.52312935819627,0.03165347,12.611962,3.416603,15.149036,575.2068516227096,457.64079004517026,10.047915559416085,3.95930760860118,3.2222664069006455,-8.654564665688753,12.601582434978758,2172.1104,0.1974580450903065,#ffcc6f
751975660302006784,160.3996414218253,37.60928436965462,99.46190936732785,0.033291128,11.5485115,2.9841099,-1.2646741,-1457.0658998592357,-358.6584524049666,10.054100171220814,-7.503249779031174,2.6718399770665755,6.135751310423192,11.53679546569963,2401.6404,0.26374244485546405,#ffcc6f
1661568850770761600,209.3832813779638,61.49382239097013,99.3324946213853,0.019349445,6.169921,1.2205868,-26.536613,-31.69308288457748,216.28964345867445,10.0671990954379,-4.1865272548012555,-2.3573776698133737,8.846708862275122,6.155377633401834,4268.726,0.9951373103847726,#ffd2a1
6012446244330608768,234.1417892978867,-37.909940098249024,99.18457214897477,0.04347042,11.374842,2.8627243,-63.01489,-338.6619229205353,-802.1004143991098,10.082213174222344,-4.659679690665761,-6.446989424196216,-6.19473446042377,11.357062311336342,2475.2195,0.26972125230639826,#ffcc6f
1010729194865571456,135.1322606052177,46.5840885943522,99.16495239927531,0.035657045,11.792696,3.1021366,2.0514379,-472.83456787891043,-523.5863088500195,10.084207936425207,-4.912092748520894,4.889466954230384,7.325005627197745,11.774487037888344,2334.244,0.25024485942428154,#ffcc6f
6377828354964753792,358.46317351524806,-75.63421868521044,98.84898531472099,0.01670537,9.00723,2.3489285,-9.468372,244.1085430768689,-379.31362782711346,10.116441729939295,2.509101424568559,-0.06731697474339686,-9.800115904487894,8.982090883181481,2845.4695,0.6092969093628303,#ffcc6f
4389844948935164544,262.59483404601906,5.547410099313729,98.84390060325413,0.015594923,8.53296,1.9844632,-12.945263,29.738576040378977,-249.31779175249292,10.116962138249308,-1.2978178783569596,-9.985594970540594,0.9780003812378717,8.507709314589256,3185.5505,0.6048452049113366,#ffcc6f
3487062064765702272,179.47876692481427,-27.709806064891307,98.2979742730708,0.020261995,6.5786986,1.3511114,48.292202,-1080.9011062656023,-620.9292091461986,10.173149623836702,-9.006059673177555,0.08193248649861276,-4.730449185837426,6.541421474969412,4032.1248,0.933690383370715,#ffd2a1
3292000966760477312,76.06120711009983,11.057493260959767,98.23463281195772,0.033846352,12.219813,3.0363703,-3.3379848,-63.28832573095251,194.6047920899681,10.17970924688257,2.406618082493864,9.696534414168363,1.9524062361426378,12.18113647762421,2371.3157,0.20107083737702394,#ffcc6f
5264749303462961280,92.56235755341913,-74.75398809344104,97.9157940060883,0.057268422,4.9001403,0.88797426,36.06369,121.59582336868253,-212.41087853342987,10.212856977269889,-0.1200648737699575,2.6829291365947947,-9.853421908771976,4.8544040354400355,5028.874,1.305367489130861,#ffd2a1
3338097377577012480,81.99976842562212,9.640568493579861,97.8867754269512,0.02878483,11.174757,2.7102785,60.5894,-191.34383613135563,-756.8368237920537,10.21588458337008,1.4017379075258036,9.973590975542143,1.7108219404508422,11.128377115146698,2574.4048,0.2770295014985331,#ffcc6f
6073573215330461952,191.47157086795116,-55.114536629695976,97.80907593742921,0.023069251,12.107826,3.092661,6.376174,350.7684023750912,-137.0006903813813,10.22400007786316,-5.730679450753802,-1.16295905155175,-8.38671669184478,12.059722012301197,2339.5122,0.21845403218984646,#ffcc6f
6825822095663585536,333.43259243982493,-17.687104968846214,97.67621438764235,0.037482727,12.067119,3.0962744,-22.870657,856.646093033206,-306.6963278568254,10.237907010107433,8.724027591594202,-4.362462292485547,-3.110467050999207,12.01606274182188,2337.5002,0.22327452707587583,#ffcc6f
4999067471248893952,10.855453981100336,-41.29537352681517,97.66080942310745,0.03226839,11.5579195,2.9445057,-28.306078,-488.48710412561513,-582.3138711934675,10.239521932155835,7.55546599062868,1.4488623154982871,-6.757480377646885,11.506521099466177,2425.1526,0.2622845380290303,#ffcc6f
6650117736660187136,280.7780058472517,-54.61562415094667,97.65983988560811,0.030533677,11.496225,3.0002317,18.904737,-137.71061489942545,-492.57572170750245,10.23962358704796,1.1088125718879265,-5.8247459467929605,-8.348219004085314,11.444805396645979,2392.2017,0.2773310317001463,#ffcc6f
